drugID;indication
DIB001762;Bladder cancer
DIB001763;Hypertension
DIB001764;Pain
DIB001765;Allergic reaction
DIB001766;HIV infections
DIB001767;Discovery agent
DIB001768;Anemia
DIB001769;Hearing disorder
DIB001770;Cervical cancer
DIB001771;Herpes simplex virus infection
DIB001772;Transplant rejection
DIB001773;Acne vulgaris
DIB001774;Fungal infection
DIB001775;Muscular dystrophy
DIB001776;Cancer
DIB001777;HIV infections
DIB001778;Cerebrovascular ischaemia
DIB001779;Hepatitis C virus infection
DIB001780;Pheumatoid arthritis
DIB001781;Osteoarthritis
DIB001782;Muscle spasm
DIB001783;Prostate disease
DIB001784;Cerebrovascular ischaemia
DIB001785;Cancer
DIB001786;Atopic dermatitis
DIB001787;Breast cancer
DIB001788;Bacterial infection
DIB001789;Chronic lymphocytic leukaemia
DIB001790;Multiple sclerosis
DIB001791;Obesity
DIB001792;Cancer
DIB001793;Rett syndrome
DIB001794;Prostate hyperplasia
DIB001795;Alzheimer's disease
DIB001796;Premature ejaculation
DIB001797;HIV infections
DIB001798;Pulmonary fibrosis
DIB001799;Hypotension
DIB001800;Neurological disease
DIB001801;MRSA infection
DIB001802;Chronic obstructive pulmonary disease
DIB001803;Bacterial infection
DIB001804;Neuropathic pain
DIB001805;Alzheimer's disease
DIB001806;Psychotic disorders
DIB001807;Alzheimer's disease
DIB001808;Hypercholesterolemia
DIB001809;Arthritis
DIB001810;Cancer
DIB001811;Wound healing
DIB001812;Hypertension
DIB001813;Fibromyalgia
DIB001814;Cancer
DIB001815;Atherosclerosis
DIB001816;Hypertension
DIB001817;Asthma
DIB001818;Wound healing
DIB001819;Cancer
DIB001820;Alzheimer's disease
DIB001821;Obesity
DIB001822;Inflammatory diseases
DIB001823;Malaria
DIB001824;Pain
DIB001825;Bacillus anthracis infection
DIB001826;Solid tumours
DIB001827;Neutropenia
DIB001828;Cancer
DIB001829;Rheumatold arthritis
DIB001830;Hepatocellular carcinoma
DIB001831;Multiple myeloma
DIB001832;Sleep disorders
DIB001833;Neisseria meningitidis infection
DIB001834;Migraine
DIB001835;Psoriasis
DIB001836;Male sexual disorders
DIB001837;Hypotension
DIB001838;Cancer
DIB001839;Pain
DIB001840;Bordetella pertussis infection
DIB001841;Bacterial infection
DIB001842;Hypotension
DIB001843;Inflammation
DIB001844;Alzheimer's disease
DIB001845;Anxiety disorder
DIB001846;Infectious disease
DIB001847;Cancer
DIB001848;Multiple myeloma
DIB001849;Inflammatory diseases
DIB001850;Allergic rhinitis
DIB001851;Thrombosis
DIB001852;Psoriasis
DIB001853;Fungal infection
DIB001854;Stomach ulcer
DIB001855;Parainfluenza virus infection
DIB001856;HIV infections
DIB001857;Bleeding
DIB001858;Hepatocellular carcinoma
DIB001859;Diabetes mellitus
DIB001860;Solid tumours
DIB001861;Hodgkin's lymphoma
DIB001862;Congestive heart failure
DIB001863;Inflammatory diseases
DIB001864;Hypertriglyceridemia
DIB001865;Iron overload
DIB001866;Pain
DIB001867;Cancer
DIB001868;Neurodegenerative diseases
DIB001869;Hurler syndrome
DIB001870;Hematological malignancies
DIB001871;Vibrio cholerae infection
DIB001872;Influenza virus infections
DIB001873;Neurological disease
DIB001874;Cardiovascular disease
DIB001875;Non-small-cell lung cancer
DIB001876;Neuropathic pain
DIB001877;Cancer
DIB001878;Gout
DIB001879;Inflammatory diseases
DIB001880;Allergic reaction
DIB001881;Mycobacterium tuberculosis infection
DIB001882;Bacterial infection
DIB001883;Chikungunya virus infection
DIB001884;Cancer
DIB001885;Diabetes mellitus
DIB001886;Bone disease
DIB001887;Cancer
DIB001888;Bordetella pertussis infection
DIB001889;Metabolic syndrome X
DIB001890;Transplant rejection
DIB001891;Genetic disorder
DIB001892;Type 1 diabetes
DIB001893;Head lice
DIB001894;Solid tumours
DIB001895;Autoimmune diseases
DIB001896;Trypanosomiasis
DIB001897;Atopic dermatitis
DIB001898;Mycobacterium tuberculosis infection
DIB001899;Lymphoma
DIB001900;Influenza virus infections
DIB001901;Angiogenesis disorder
DIB001902;Cancer
DIB001903;Hepatitis B virus infection
DIB001904;Thrombosis
DIB001905;Cardiovascular disease
DIB001906;Cytomegalovirus infection
DIB001907;Post traumatic stress disorder
DIB001908;Bacterial infection
DIB001909;Central nervous system disease
DIB001910;Breast cancer
DIB001911;Cancer
DIB001912;Human immunodeficiency virus infection
DIB001913;Cerebrovascular ischaemia
DIB001914;Hypertension
DIB001915;Anesthesia
DIB001916;Late-stage solid tumors
DIB001917;Cancer
DIB001918;Asthma
DIB001919;Cancer
DIB001920;Diabetic complication
DIB001921;Cancer
DIB001922;Asthma
DIB001923;Human immunodeficiency virus infection
DIB001924;Pain
DIB001925;Morquio syndrome
DIB001926;Hyperlipidemia
DIB001927;Central nervous system disease
DIB001928;Macular degeneration
DIB001929;Acne vulgaris
DIB001930;Cancer
DIB001931;Allergy
DIB001932;Fungal infection
DIB001933;Hypertension
DIB001934;Infertility
DIB001935;Hyperlipidemia
DIB001936;Solid tumours
DIB001937;Leptospiraceae infection
DIB001938;Cancer
DIB001939;Atrial fibrillation
DIB001940;Allergic rhinitis
DIB001941;Viral infections
DIB001942;Progressive multifocal leukoencephalopathy
DIB001943;Cancer
DIB001944;Alzheimer's disease
DIB001945;Glioblastoma
DIB001946;Inflammation
DIB001947;Diabetes mellitus
DIB001948;Pain
DIB001949;Pain
DIB001950;Solid tumours
DIB001951;Hypertension
DIB001952;HIV infections
DIB001953;Bacterial infection
DIB001954;Plasmodium infection
DIB001955;Bordetella pertussis infection
DIB001956;Cough
DIB001957;Pain
DIB001958;Respiratory syncytial virus 
DIB001959;Cancer
DIB001960;Bone metastases
DIB001961;Peripheral neuropathy
DIB001962;Muscle disease
DIB001963;Hematological malignancies
DIB001964;Peripheral vascular disease
DIB001965;Chronic obstructive pulmonary disease
DIB001966;Anxiety disorder
DIB001967;Plasmodium infection
DIB001968;Hypercholesterolemia
DIB001969;Cancer
DIB001970;Colon cancer
DIB001971;Ocular disease
DIB001972;Cancer
DIB001973;Alzheimer's disease
DIB001974;Plasmodium infection
DIB001975;Cancer
DIB001976;Neutropenia
DIB001977;Central nervous system disease
DIB001978;Pleural disease
DIB001979;Bacterial infection
DIB001980;Type 2 diabetes
DIB001981;Acne vulgaris
DIB001982;Insulin dependent diabetes
DIB001983;Cancer
DIB001984;Myasthenia gravis
DIB001985;Vitiligo
DIB001986;Inflammation
DIB001987;Cardiovascular disease
DIB001988;Pulmonary hypertension
DIB001989;Chronic lymphocytic leukaemia
DIB001990;Tularemia
DIB001991;Poison intoxication
DIB001992;Diabetes mellitus
DIB001993;Cancer
DIB001994;Mycobacterium tuberculosis infection
DIB001995;Pain
DIB001996;Cancer
DIB001997;Plasmodium falciparum infection
DIB001998;Medullary thyroid cancer
DIB001999;Blood forming organ disorders
DIB002000;Motor neurone disease
DIB002001;Lung cancer
DIB002002;Epilepsy
DIB002003;Viral infections
DIB002004;Eczema
DIB002005;Alzheimer's disease
DIB002006;Sepsis
DIB002007;Cancer
DIB002008;HIV infections
DIB002009;Prostate disorder
DIB002010;Hepatitis C virus infection
DIB002011;Cancer
DIB002012;Alzheimer's disease
DIB002013;Respiratory tract infections
DIB002014;Hypertension
DIB002015;Arthropathy
DIB002016;Lipid metabolism disorder
DIB002017;Breast cancer
DIB002018;Peripheral arterial occlusive disease
DIB002019;Osteoporosis
DIB002020;Cancer
DIB002021;Cognitive impairment
DIB002022;Cancer
DIB002023;Pain
DIB002024;Congestive heart failure
DIB002025;Metastasis
DIB002026;Ulcer
DIB002027;Bacterial infection
DIB002028;Hepatitis virus infection
DIB002029;Cancer
DIB002030;Cachexia
DIB002031;Glaucoma
DIB002032;Spinal muscular atrophy
DIB002033;HIV-1 infections
DIB002034;Overactive bladder disorder
DIB002035;Urinary tract infections
DIB002036;Influenza virus infections
DIB002037;Cancer
DIB002038;Influenza virus infections
DIB002039;Anxiety disorder
DIB002040;Nicotine dependence
DIB002041;Cancer
DIB002042;Restenosis
DIB002043;Metabolic disorders
DIB002044;Cardiovascular disease
DIB002045;Cerebrovascular ischaemia
DIB002046;Bipolar disorder
DIB002047;Oral cavity cancer
DIB002048;HIV infections
DIB002049;Toxicity
DIB002050;Melanoma
DIB002051;Bacterial infection
DIB002052;Cancer
DIB002053;Helicobacter pylori infection
DIB002054;Optic neuritis
DIB002055;Solid tumours
DIB002056;Sepsis
DIB002057;Rotavirus infections
DIB002058;Gastric motility disorder
DIB002059;Diabetes mellitus type 2
DIB002060;Colorectal cancer
DIB002061;Pain
DIB002062;Cancer
DIB002063;Multiple myeloma
DIB002064;Ischemic heart diseases
DIB002065;Discovery agent
DIB002066;Streptococcus pneumoniae infection
DIB002067;Plasmodium falciparum infection
DIB002068;Neutropenia
DIB002069;Angina
DIB002070;Diabetes mellitus type 2
DIB002071;Ulcerative colitis
DIB002072;Chronic obstructive pulmonary disease
DIB002073;Renal cancer
DIB002074;Cancer
DIB002075;Acute liver failure
DIB002076;Pain
DIB002077;Melanoma
DIB002078;Anemia
DIB002079;Inflammatory diseases
DIB002080;Measles virus infection
DIB002081;Breast cancer
DIB002082;Fungal infection
DIB002083;Central nervous system disease
DIB002084;Allergic conjunctivitis
DIB002085;Bacillus anthracis infection
DIB002086;Neisseria meningitidis infection
DIB002087;Ovarian cancer
DIB002088;Menopause
DIB002089;Colon cancer
DIB002090;Hypertension
DIB002091;Lymphoma
DIB002092;Hypertension
DIB002093;Inflammatory diseases
DIB002094;Allergic rhinitis
DIB002095;Acquired immune deficiency syndrome
DIB002096;Atherosclerosis
DIB002097;Constipation
DIB002098;Colorectal cancer
DIB002099;Solid tumours
DIB002100;Inflammatory diseases
DIB002101;Diuretic
DIB002102;Cancer
DIB002103;Hypertension
DIB002104;Hypertension
DIB002105;Bacterial infection
DIB002106;Asthma
DIB002107;Hepatitis B virus infection
DIB002108;Ulcer
DIB002109;Cancer
DIB002110;Asthma, Chronic obstructive pulmonary disease
DIB002111;Bacterial infection
DIB002112;Breast cancer
DIB002113;Asthma
DIB002114;Yersinia infections
DIB002115;Gastric cancer
DIB002116;Age related macular degeneration
DIB002117;Cystic fibrosis
DIB002118;Mycoses
DIB002119;Fibrosis
DIB002120;Herpes simplex virus infection
DIB002121;Hypoxia
DIB002122;Autoimmune diseases
DIB002123;Schizophrenia
DIB002124;Hypertension
DIB002125;Refractory solid tumors
DIB002126;Erectile dysfunction
DIB002127;Bacterial infection
DIB002128;HIV infections
DIB002129;Pancreatic cancer
DIB002130;Osteoarthritis
DIB002131;Psychotic disorders
DIB002132;Bacterial infection
DIB002133;Asthma
DIB002134;Acute lung injury
DIB002135;Cancer
DIB002136;Allergy
DIB002137;Heart arrhythmia
DIB002138;HIV infections
DIB002139;Angina
DIB002140;Non-Hodgkin's lymphoma
DIB002141;Cancer
DIB002142;Atherosclerosis
DIB002143;Poison intoxication
DIB002144;Colorectal cancer
DIB002145;Obesity
DIB002146;Cancer
DIB002147;Cough
DIB002148;Viral infections
DIB002149;Pain
DIB002150;Cancer
DIB002151;Meningitis
DIB002152;Autoimmune diseases
DIB002153;Diagnosis
DIB002154;Cancer
DIB002155;Bacterial infection
DIB002156;Gastrointestinal disease
DIB002157;Allergic rhinitis
DIB002158;Bacterial infection
DIB002159;Inflammatory diseases
DIB002160;Autoimmune diseases
DIB002161;Acne vulgaris
DIB002162;Nervous system cancer
DIB002163;Inflammatory diseases
DIB002164;Cancer
DIB002165;HIV infections
DIB002166;Convulsions
DIB002167;Cancer
DIB002168;Autoimmune diseases
DIB002169;Cancer
DIB002170;Hepatitis B virus infection
DIB002171;Bacterial infection
DIB002172;Coronary artery disease
DIB002173;Cancer
DIB002174;Gram-negative bacterial infection
DIB002175;Cancer
DIB002176;Fibrosis
DIB002177;Hypertension
DIB002178;Bacterial infection
DIB002179;Asthma
DIB002180;Cancer
DIB002181;Pain
DIB002182;Plasmodium infection
DIB002183;Colorectal cancer
DIB002184;Essential hypertension
DIB002185;Arteriosclerosis
DIB002186;Cancer
DIB002187;Chronic obstructive pulmonary disease
DIB002188;Lymphoma
DIB002189;Pancreatic cancer
DIB002190;Pain
DIB002191;Solid tumours
DIB002192;Solid tumours
DIB002193;Asthma
DIB002194;Cancer
DIB002195;Cancer
DIB002196;Lung cancer
DIB002197;Sunburn
DIB002198;Osteoarthritis
DIB002199;Cancer
DIB002200;Cancer
DIB002201;Asthma
DIB002202;Spinal cord injuries
DIB002203;Transplant rejection
DIB002204;Respiratory syncytial virus 
DIB002205;Macular degeneration
DIB002206;Hypertension
DIB002207;Cancer
DIB002208;Solid tumours
DIB002209;Asthma
DIB002210;Cancer
DIB002211;Prostate tumor
DIB002212;Advanced solid tumours
DIB002213;Xerophthalmia
DIB002214;Solid tumours
DIB002215;Metabolic disorders
DIB002216;Alzheimer's disease
DIB002217;Spinal cord injuries
DIB002218;Cancer
DIB002219;Prostate tumor
DIB002220;Fungal infection
DIB002221;Inflammatory bowel disease
DIB002222;Myocardial infarction
DIB002223;Dermatological disease
DIB002224;Factor IX deficiency
DIB002225;Neurodegenerative diseases
DIB002226;Rheumatold arthritis
DIB002227;Memory loss
DIB002228;Allergic rhinitis
DIB002229;Wound healing
DIB002230;Bacterial infection
DIB002231;Renal failure
DIB002232;Osteoporosis
DIB002233;Cancer
DIB002234;Alzheimer's disease
DIB002235;Pain
DIB002236;HIV infections
DIB002237;HIV-1 infections
DIB002238;Huntington's disease
DIB002239;Multiple sclerosis
DIB002240;Ocular disease
DIB002241;Alzheimer's disease
DIB002242;Bordetella pertussis infection
DIB002243;Inflammatory diseases
DIB002244;Allergy
DIB002245;Viral infections
DIB002246;Metabolic disorders
DIB002247;Fibromyalgia
DIB002248;Mycobacterium tuberculosis infection
DIB002249;Inflammatory diseases
DIB002250;Anxiety disorder
DIB002251;Depression
DIB002252;Atherosclerosis
DIB002253;Cystic fibrosis
DIB002254;Cytomegalovirus infection
DIB002255;Cancer
DIB002256;Cancer
DIB002257;Cerebrovascular ischaemia
DIB002258;Cancer
DIB002259;Mucositis
DIB002260;Asthma
DIB002261;Fibrosis
DIB002262;Ocular disease
DIB002263;Cancer
DIB002264;Diabetes mellitus type 1
DIB002265;Leukemia
DIB002266;Shigella infections
DIB002267;Cancer
DIB002268;Breast cancer
DIB002269;Asthma
DIB002270;Cerebrovascular ischaemia
DIB002271;Cancer
DIB002272;Cancer
DIB002273;Corneal abrasion
DIB002274;Neuropathy
DIB002275;Inflammatory diseases
DIB002276;Mycobacterium tuberculosis infection
DIB002277;Diabetes mellitus
DIB002278;HIV infections
DIB002279;Cancer
DIB002280;Cancer
DIB002281;Parkinson's disease
DIB002282;Neurological disease
DIB002283;Emesis
DIB002284;Hypertension
DIB002285;Cancer
DIB002286;Sarcoma
DIB002287;Pain
DIB002288;Cancer
DIB002289;Virus infection
DIB002290;Bacterial pneumonia infection
DIB002291;Bone metastases
DIB002292;Ebola virus infection
DIB002293;Hypertension
DIB002294;Retinitis pigmentosa
DIB002295;Hepatocellular carcinoma
DIB002296;Plasmodium falciparum infection
DIB002297;Tinnitus
DIB002298;Acute myeloid leukemia
DIB002299;Osteoarthritis
DIB002300;Cancer
DIB002301;Staphylococcus aureus infection
DIB002302;Inflammatory diseases
DIB002303;Neurological disease
DIB002304;Anxiety disorder
DIB002305;Allergic reaction
DIB002306;Colorectal cancer
DIB002307;Central nervous system disease
DIB002308;Viral infections
DIB002309;Huntington's disease
DIB002310;Gram-negative bacterial infection
DIB002311;Pain
DIB002312;Asthma
DIB002313;Cardiac arrhythmias
DIB002314;Plasmodium infection
DIB002315;Fungal infection
DIB002316;HIV infections
DIB002317;Metal intoxication
DIB002318;Sepsis
DIB002319;Rheumatold arthritis
DIB002320;Thrombosis
DIB002321;Deep vein thrombosis
DIB002322;Cachexia
DIB002323;Plasmodium infection
DIB002324;Solid tumours
DIB002325;Sarcoma
DIB002326;Pain
DIB002327;Atherosclerosis
DIB002328;Diabetic neuropathy
DIB002329;Hematological malignancies
DIB002330;Influenza virus infections
DIB002331;Skin burns
DIB002332;Gram-negative bacterial infection
DIB002333;Multiple sclerosis
DIB002334;Bacterial infection
DIB002335;Cancer
DIB002336;Melioidosis
DIB002337;Fibrosis
DIB002338;Parkinson's disease
DIB002339;Hypertension
DIB002340;Ulcerative colitis
DIB002341;Cachexia
DIB002342;Parkinson's disease
DIB002343;Non-small cell lung cancer
DIB002344;Central nervous system disease
DIB002345;Asthma
DIB002346;Influenza virus infections
DIB002347;Cardiovascular disease
DIB002348;Rotavirus infections
DIB002349;Hepatitis virus infection
DIB002350;Non-insulin dependent diabetes
DIB002351;Ischemic stroke
DIB002352;Leishmania infection
DIB002353;Anxiety disorder
DIB002354;Fever
DIB002355;Psychotic disorders
DIB002356;Cancer
DIB002357;Cancer
DIB002358;Pain
DIB002359;Alzheimer's disease
DIB002360;Chikungunya virus infection
DIB002361;Depression
DIB002362;Neuropathic pain
DIB002363;Pseudomonas aeruginosa infection
DIB002364;Hyperlipidemia
DIB002365;Metabolic disorders
DIB002366;Pancreatic cancer
DIB002367;Bacterial infection
DIB002368;Respiratory disease
DIB002369;Herpes simplex virus infection
DIB002370;Hepatitis B virus infection
DIB002371;Parkinson's disease
DIB002372;Lymphoma
DIB002373;Pancreatic cancer
DIB002374;Lipid metabolism disorder
DIB002375;Cancer
DIB002376;Cancer
DIB002377;Eating disorder
DIB002378;Friedreich's ataxia
DIB002379;HIV infections
DIB002380;Endometrial cancer
DIB002381;Allergy
DIB002382;Premenstrual syndrome
DIB002383;Ocular disease
DIB002384;Cancer
DIB002385;Bacterial infection
DIB002386;Metabolic disorders
DIB002387;Solid tumours
DIB002388;Cancer
DIB002389;Myocardial infarction
DIB002390;Alpha-1 antitrypsin deficiency
DIB002391;Rheumatold arthritis
DIB002392;Mycobacterium tuberculosis infection
DIB002393;Schistosomiasis
DIB002394;Pancreatic disorders
DIB002395;Inflammatory disorders
DIB002396;HIV-1 infections
