drugID;indication
DNC003380;Discovery agent
DNC003381;Discovery agent
DNC003382;Discovery agent
DNC003383;Discovery agent
DNC003384;Discovery agent
DNC003385;Discovery agent
DNC003386;Discovery agent
DNC003387;Discovery agent
DNC003388;Discovery agent
DNC003389;Discovery agent
DNC003390;Discovery agent
DNC003391;Discovery agent
DNC003392;Discovery agent
DNC003393;Discovery agent
DNC003394;Discovery agent
DNC003395;Discovery agent
DNC003396;Discovery agent
DNC003397;Discovery agent
DNC003398;Discovery agent
DNC003399;Discovery agent
DNC003400;Discovery agent
DNC003401;Discovery agent
DNC003402;Discovery agent
DNC003403;Discovery agent
DNC003404;Discovery agent
DNC003405;Discovery agent
DNC003406;Discovery agent
DNC003407;Discovery agent
DNC003408;Discovery agent
DNC003409;Discovery agent
DNC003410;Discovery agent
DNC003411;Discovery agent
DNC003412;Discovery agent
DNC003413;Discovery agent
DNC003414;Discovery agent
DNC003414;Fungal infection
DNC003415;Discovery agent
DNC003416;Discovery agent
DNC003417;Discovery agent
DNC003418;Discovery agent
DNC003419;Discovery agent
DNC003420;Discovery agent
DNC003421;Arteriosclerosis
DNC003421;Discovery agent
DNC003422;Discovery agent
DNC003423;Cancer
DNC003424;Discovery agent
DNC003425;Discovery agent
DNC003426;Discovery agent
DNC003427;Discovery agent
DNC003428;Discovery agent
DNC003429;Discovery agent
DNC003430;Discovery agent
DNC003431;Discovery agent
DNC003432;Discovery agent
DNC003433;Discovery agent
DNC003434;Discovery agent
DNC003435;Discovery agent
DNC003436;Discovery agent
DNC003437;Breast cancer
DNC003437;Discovery agent
DNC003438;Discovery agent
DNC003439;Discovery agent
DNC003440;Discovery agent
DNC003441;Discovery agent
DNC003442;Discovery agent
DNC003443;Discovery agent
DNC003444;Discovery agent
DNC003445;Chronic lymphocytic leukaemia
DNC003445;Discovery agent
DNC003446;Discovery agent
DNC003447;Discovery agent
DNC003448;Discovery agent
DNC003449;Discovery agent
DNC003450;Discovery agent
DNC003451;Discovery agent
DNC003452;Discovery agent
DNC003453;Chronic obstructive pulmonary disease
DNC003453;Discovery agent
DNC003454;Discovery agent
DNC003455;Discovery agent
DNC003456;Discovery agent
DNC003457;Discovery agent
DNC003458;Discovery agent
DNC003459;Discovery agent
DNC003460;Discovery agent
DNC003461;Discovery agent
DNC003462;Discovery agent
DNC003463;Discovery agent
DNC003464;Discovery agent
DNC003465;Discovery agent
DNC003466;Discovery agent
DNC003467;Discovery agent
DNC003468;Discovery agent
DNC003469;Discovery agent
DNC003470;Discovery agent
DNC003471;Discovery agent
DNC003471;Type 2 diabetes
DNC003472;Cancer
DNC003472;Discovery agent
DNC003473;Discovery agent
DNC003474;Discovery agent
DNC003475;Discovery agent
DNC003475;Non-insulin dependent diabetes
DNC003476;Discovery agent
DNC003477;Discovery agent
DNC003478;Discovery agent
DNC003479;Discovery agent
DNC003480;Discovery agent
DNC003481;Discovery agent
DNC003482;Discovery agent
DNC003483;Discovery agent
DNC003484;Discovery agent
DNC003485;Discovery agent
DNC003486;Discovery agent
DNC003487;Discovery agent
DNC003488;Discovery agent
DNC003489;Discovery agent
DNC003490;Discovery agent
DNC003491;Discovery agent
DNC003492;Discovery agent
DNC003493;Discovery agent
DNC003494;Discovery agent
DNC003495;Discovery agent
DNC003496;Discovery agent
DNC003497;Discovery agent
DNC003498;Discovery agent
DNC003499;Discovery agent
DNC003500;Discovery agent
DNC003501;Discovery agent
DNC003502;Discovery agent
DNC003503;Discovery agent
DNC003504;Discovery agent
DNC003505;Discovery agent
DNC003505;Major depressive disorder
DNC003506;Discovery agent
DNC003507;Discovery agent
DNC003508;Discovery agent
DNC003508;Neurological disease
DNC003509;Discovery agent
DNC003510;Discovery agent
DNC003511;Bladder cancer
DNC003511;Discovery agent
DNC003512;Discovery agent
DNC003513;Discovery agent
DNC003514;Discovery agent
DNC003515;Discovery agent
DNC003516;Discovery agent
DNC003517;Discovery agent
DNC003518;Discovery agent
DNC003519;Discovery agent
DNC003520;Discovery agent
DNC003521;Discovery agent
DNC003522;Discovery agent
DNC003523;Discovery agent
DNC003524;Discovery agent
DNC003525;Discovery agent
DNC003526;Discovery agent
DNC003527;Discovery agent
DNC003528;Discovery agent
DNC003529;Discovery agent
DNC003530;Discovery agent
DNC003531;Discovery agent
DNC003532;Discovery agent
DNC003533;Discovery agent
DNC003534;Discovery agent
DNC003535;Discovery agent
DNC003536;Discovery agent
DNC003537;Discovery agent
DNC003538;Discovery agent
DNC003539;Discovery agent
DNC003540;Cerebrovascular ischaemia
DNC003540;Discovery agent
DNC003541;Discovery agent
DNC003542;Discovery agent
DNC003543;Discovery agent
DNC003544;Discovery agent
DNC003545;Discovery agent
DNC003546;Discovery agent
DNC003547;Discovery agent
DNC003548;Discovery agent
DNC003549;Discovery agent
DNC003550;Discovery agent
DNC003551;Discovery agent
DNC003552;Discovery agent
DNC003553;Discovery agent
DNC003554;Discovery agent
DNC003555;Discovery agent
DNC003556;Discovery agent
DNC003557;Discovery agent
DNC003558;Discovery agent
DNC003559;Discovery agent
DNC003560;Discovery agent
DNC003561;Discovery agent
DNC003562;Anxiety disorder
DNC003562;Discovery agent
DNC003563;Discovery agent
DNC003564;Discovery agent
DNC003565;Discovery agent
DNC003566;Discovery agent
DNC003567;Discovery agent
DNC003568;Discovery agent
DNC003569;Crohn's disease
DNC003569;Discovery agent
DNC003570;Discovery agent
DNC003571;Discovery agent
DNC003572;Discovery agent
DNC003573;Discovery agent
DNC003574;Discovery agent
DNC003574;Rheumatold arthritis
DNC003575;Discovery agent
DNC003575;Metastatic castration-resistant prostate cancer
DNC003576;Discovery agent
DNC003577;Discovery agent
DNC003578;Discovery agent
DNC003579;Discovery agent
DNC003580;Discovery agent
DNC003581;Discovery agent
DNC003581;Lymphoma
DNC003582;Discovery agent
DNC003583;Discovery agent
DNC003584;Discovery agent
DNC003585;Discovery agent
DNC003585;Sleep disorders
DNC003586;Discovery agent
DNC003587;Discovery agent
DNC003588;Discovery agent
DNC003589;Discovery agent
DNC003590;Discovery agent
DNC003591;Discovery agent
DNC003592;Discovery agent
DNC003593;Discovery agent
DNC003594;Discovery agent
DNC003595;Discovery agent
DNC003596;Discovery agent
DNC003597;Discovery agent
DNC003598;Discovery agent
DNC003599;Discovery agent
DNC003600;Discovery agent
DNC003601;Discovery agent
DNC003602;Discovery agent
DNC003603;Discovery agent
DNC003604;Discovery agent
DNC003605;Discovery agent
DNC003606;Discovery agent
DNC003607;Discovery agent
DNC003608;Discovery agent
DNC003609;Discovery agent
DNC003610;Discovery agent
DNC003611;Discovery agent
DNC003612;Discovery agent
DNC003613;Discovery agent
DNC003614;Discovery agent
DNC003615;Discovery agent
DNC003616;Discovery agent
DNC003617;Discovery agent
DNC003618;Discovery agent
DNC003619;Discovery agent
DNC003620;Discovery agent
DNC003621;Discovery agent
DNC003622;Discovery agent
DNC003623;Discovery agent
DNC003624;Discovery agent
DNC003625;Discovery agent
DNC003626;Discovery agent
DNC003627;Discovery agent
DNC003628;Cancer
DNC003628;Discovery agent
DNC003629;Discovery agent
DNC003629;Restenosis
DNC003630;Discovery agent
DNC003631;Discovery agent
DNC003632;Discovery agent
DNC003633;Discovery agent
DNC003634;Discovery agent
DNC003635;Discovery agent
DNC003636;Discovery agent
DNC003637;Discovery agent
DNC003638;Discovery agent
DNC003639;Discovery agent
DNC003640;Discovery agent
DNC003641;Discovery agent
DNC003642;Discovery agent
DNC003643;Discovery agent
DNC003644;Discovery agent
DNC003645;Discovery agent
DNC003646;Discovery agent
DNC003647;Discovery agent
DNC003648;Discovery agent
DNC003649;Discovery agent
DNC003650;Diabetic complication
DNC003650;Discovery agent
DNC003651;Discovery agent
DNC003652;Discovery agent
DNC003653;Discovery agent
DNC003654;Discovery agent
DNC003655;Discovery agent
DNC003656;Discovery agent
DNC003657;Discovery agent
DNC003658;Discovery agent
DNC003659;Discovery agent
DNC003660;Discovery agent
DNC003661;Discovery agent
DNC003662;Discovery agent
DNC003663;Discovery agent
DNC003664;Discovery agent
DNC003665;Chronic obstructive pulmonary disease
DNC003665;Discovery agent
DNC003666;Discovery agent
DNC003667;Discovery agent
DNC003668;Breast cancer
DNC003668;Discovery agent
DNC003669;Discovery agent
DNC003670;Discovery agent
DNC003671;Discovery agent
DNC003672;Discovery agent
DNC003673;Discovery agent
DNC003674;Discovery agent
DNC003675;Discovery agent
DNC003676;Discovery agent
DNC003677;Discovery agent
DNC003678;Discovery agent
DNC003679;Discovery agent
DNC003680;Discovery agent
DNC003681;Discovery agent
DNC003682;Discovery agent
DNC003683;Discovery agent
DNC003684;Discovery agent
DNC003685;Discovery agent
DNC003686;Discovery agent
DNC003687;Discovery agent
DNC003688;Discovery agent
DNC003689;Discovery agent
DNC003690;Discovery agent
DNC003691;Discovery agent
DNC003692;Discovery agent
DNC003693;Discovery agent
DNC003694;Abortion
DNC003694;Discovery agent
DNC003695;Discovery agent
DNC003696;Discovery agent
DNC003697;Discovery agent
DNC003698;Discovery agent
DNC003699;Discovery agent
DNC003699;Thromboembolism
DNC003700;Discovery agent
DNC003701;Discovery agent
DNC003702;Discovery agent
DNC003703;Discovery agent
DNC003704;Discovery agent
DNC003705;Discovery agent
DNC003706;Discovery agent
DNC003707;Discovery agent
DNC003707;Hypertension
DNC003708;Discovery agent
DNC003709;Discovery agent
DNC003710;Discovery agent
DNC003711;Cognitive impairment
DNC003711;Discovery agent
DNC003712;Discovery agent
DNC003713;Discovery agent
DNC003714;Discovery agent
DNC003715;Discovery agent
DNC003716;Discovery agent
DNC003717;Discovery agent
DNC003718;Chronic obstructive pulmonary disease
DNC003718;Discovery agent
DNC003719;Discovery agent
DNC003720;Discovery agent
DNC003721;Discovery agent
DNC003722;Discovery agent
DNC003723;Discovery agent
DNC003723;Non-small cell lung cancer
DNC003724;Discovery agent
DNC003725;Discovery agent
DNC003726;Discovery agent
DNC003727;Contraception
DNC003727;Discovery agent
DNC003728;Discovery agent
DNC003729;Discovery agent
DNC003730;Discovery agent
DNC003731;Discovery agent
DNC003732;Breast cancer
DNC003732;Discovery agent
DNC003733;Discovery agent
DNC003734;Angina
DNC003734;Discovery agent
DNC003735;Discovery agent
DNC003736;Discovery agent
DNC003737;Asthma
DNC003737;Discovery agent
DNC003738;Discovery agent
DNC003739;Discovery agent
DNC003740;Discovery agent
DNC003741;Discovery agent
DNC003742;Discovery agent
DNC003743;Asthma
DNC003743;Discovery agent
DNC003744;Discovery agent
DNC003745;Discovery agent
DNC003746;Discovery agent
DNC003747;Discovery agent
DNC003748;Discovery agent
DNC003749;Discovery agent
DNC003749;Inflammatory bowel disease
DNC003750;Discovery agent
DNC003751;Discovery agent
DNC003752;Discovery agent
DNC003753;Discovery agent
DNC003754;Discovery agent
DNC003755;Discovery agent
DNC003756;Discovery agent
DNC003757;Discovery agent
DNC003758;Angina
DNC003758;Discovery agent
DNC003759;Discovery agent
DNC003760;Discovery agent
DNC003761;Discovery agent
DNC003762;Discovery agent
DNC003763;Discovery agent
DNC003764;Cognition disorders
DNC003764;Discovery agent
DNC003765;Discovery agent
DNC003766;Discovery agent
DNC003767;Asthma
DNC003767;Discovery agent
DNC003768;Discovery agent
DNC003769;Discovery agent
DNC003770;Discovery agent
DNC003771;Discovery agent
DNC003772;Discovery agent
DNC003773;Discovery agent
DNC003773;Hypertension
DNC003774;Discovery agent
DNC003774;Heart disease
DNC003775;Discovery agent
DNC003775;Pain
DNC003776;Discovery agent
DNC003777;Discovery agent
DNC003778;Discovery agent
DNC003779;Discovery agent
DNC003780;Discovery agent
DNC003781;Discovery agent
DNC003782;Discovery agent
DNC003783;Discovery agent
DNC003784;Discovery agent
DNC003785;Discovery agent
DNC003786;Discovery agent
DNC003787;Discovery agent
DNC003788;Discovery agent
DNC003789;Discovery agent
DNC003789;Rheumatold arthritis
DNC003790;Discovery agent
DNC003791;Discovery agent
DNC003792;Discovery agent
DNC003793;Discovery agent
DNC003794;Acromegaly
DNC003794;Discovery agent
DNC003795;Discovery agent
DNC003796;Discovery agent
DNC003797;Discovery agent
DNC003798;Discovery agent
DNC003799;Discovery agent
DNC003800;Discovery agent
DNC003801;Discovery agent
DNC003802;Discovery agent
DNC003803;Discovery agent
DNC003804;Discovery agent
DNC003805;Discovery agent
DNC003806;Discovery agent
DNC003807;Discovery agent
DNC003808;Discovery agent
DNC003809;Discovery agent
DNC003810;Discovery agent
DNC003811;Discovery agent
DNC003812;Discovery agent
DNC003813;Discovery agent
DNC003814;Discovery agent
DNC003815;Discovery agent
DNC003816;Discovery agent
DNC003817;Discovery agent
DNC003818;Discovery agent
DNC003819;Discovery agent
DNC003820;Discovery agent
DNC003821;Discovery agent
DNC003822;Discovery agent
DNC003823;Discovery agent
DNC003824;Discovery agent
DNC003825;Discovery agent
DNC003826;Discovery agent
DNC003827;Discovery agent
DNC003828;Discovery agent
DNC003829;Discovery agent
DNC003830;Cardiac arrhythmias
DNC003830;Discovery agent
DNC003831;Discovery agent
DNC003832;Discovery agent
DNC003833;Discovery agent
DNC003834;Discovery agent
DNC003835;Discovery agent
DNC003836;Discovery agent
DNC003837;Discovery agent
DNC003838;Discovery agent
DNC003839;Discovery agent
DNC003840;Discovery agent
DNC003841;Discovery agent
DNC003842;Discovery agent
DNC003843;Discovery agent
DNC003844;Discovery agent
DNC003845;Discovery agent
DNC003846;Discovery agent
DNC003847;Acne vulgaris
DNC003847;Discovery agent
DNC003848;Discovery agent
DNC003849;Discovery agent
DNC003850;Discovery agent
DNC003851;Discovery agent
DNC003852;Discovery agent
DNC003853;Discovery agent
DNC003854;Discovery agent
DNC003855;Discovery agent
DNC003856;Discovery agent
DNC003856;Multiple sclerosis
DNC003857;Discovery agent
DNC003858;Discovery agent
DNC003859;Discovery agent
DNC003860;Discovery agent
DNC003861;Discovery agent
DNC003862;Discovery agent
DNC003863;Discovery agent
DNC003864;Discovery agent
DNC003865;Discovery agent
DNC003866;Discovery agent
DNC003867;Discovery agent
DNC003868;Discovery agent
DNC003869;Discovery agent
DNC003870;Discovery agent
DNC003871;Discovery agent
DNC003872;Discovery agent
DNC003873;Discovery agent
DNC003874;Discovery agent
DNC003875;Discovery agent
DNC003876;Discovery agent
DNC003876;Thrombosis
DNC003877;Discovery agent
DNC003878;Discovery agent
DNC003879;Discovery agent
DNC003880;Discovery agent
DNC003881;Discovery agent
DNC003882;Discovery agent
DNC003883;Discovery agent
DNC003884;Discovery agent
DNC003885;Discovery agent
DNC003886;Discovery agent
DNC003887;Discovery agent
DNC003888;Discovery agent
DNC003889;Discovery agent
DNC003889;Psoriasis
DNC003890;Discovery agent
DNC003891;Discovery agent
DNC003892;Discovery agent
DNC003893;Discovery agent
DNC003894;Cardiac failure
DNC003894;Discovery agent
DNC003895;Discovery agent
DNC003896;Alcohol use disorders
DNC003896;Discovery agent
DNC003897;Discovery agent
DNC003898;Discovery agent
DNC003899;Discovery agent
DNC003900;Discovery agent
DNC003901;Discovery agent
DNC003902;Discovery agent
DNC003903;Discovery agent
DNC003904;Discovery agent
DNC003905;Discovery agent
DNC003905;Peripheral vascular disease
DNC003906;Discovery agent
DNC003907;Gastrointestinal disorders
DNC003908;Discovery agent
DNC003908;Multiple sclerosis
DNC003909;Angina
DNC003909;Discovery agent
DNC003910;Discovery agent
DNC003911;Anxiety disorder
DNC003911;Discovery agent
DNC003912;Discovery agent
DNC003913;Discovery agent
DNC003914;Discovery agent
DNC003915;Discovery agent
DNC003916;Discovery agent
DNC003917;Discovery agent
DNC003918;Angina
DNC003918;Discovery agent
DNC003919;Discovery agent
DNC003920;Discovery agent
DNC003921;Discovery agent
DNC003922;Discovery agent
DNC003923;Discovery agent
DNC003924;Discovery agent
DNC003925;Discovery agent
DNC003926;Discovery agent
DNC003927;Discovery agent
DNC003928;Discovery agent
DNC003929;Discovery agent
DNC003930;Discovery agent
DNC003931;Discovery agent
DNC003932;Discovery agent
DNC003933;Discovery agent
DNC003934;Discovery agent
DNC003935;Discovery agent
DNC003936;Discovery agent
DNC003937;Discovery agent
DNC003938;Discovery agent
DNC003939;Discovery agent
DNC003939;Heart arrhythmia
DNC003940;Discovery agent
DNC003941;Discovery agent
DNC003942;Discovery agent
DNC003943;Discovery agent
DNC003944;Discovery agent
DNC003945;Discovery agent
DNC003946;Discovery agent
DNC003947;Discovery agent
DNC003948;Discovery agent
DNC003949;Discovery agent
DNC003949;Thrombosis
DNC003950;Discovery agent
DNC003950;Rheumatold arthritis
DNC003951;Discovery agent
DNC003952;Discovery agent
DNC003953;Discovery agent
DNC003954;Discovery agent
DNC003955;Discovery agent
DNC003956;Discovery agent
DNC003957;Discovery agent
DNC003958;Discovery agent
DNC003959;Discovery agent
DNC003960;Discovery agent
DNC003961;Discovery agent
DNC003962;Discovery agent
DNC003963;Discovery agent
DNC003964;Discovery agent
DNC003965;Discovery agent
DNC003966;Discovery agent
DNC003967;Discovery agent
DNC003968;Discovery agent
DNC003969;Discovery agent
DNC003970;Discovery agent
DNC003971;Discovery agent
DNC003972;Discovery agent
DNC003973;Discovery agent
DNC003974;Discovery agent
DNC003975;Discovery agent
DNC003976;Discovery agent
DNC003977;Discovery agent
DNC003978;Discovery agent
DNC003979;Discovery agent
DNC003980;Discovery agent
DNC003981;Discovery agent
DNC003982;Discovery agent
DNC003983;Discovery agent
DNC003984;Discovery agent
DNC003985;Discovery agent
DNC003986;Discovery agent
DNC003987;Discovery agent
DNC003988;Discovery agent
DNC003989;Discovery agent
DNC003990;Discovery agent
DNC003991;Discovery agent
DNC003992;Discovery agent
DNC003993;Discovery agent
DNC003994;Discovery agent
DNC003995;Discovery agent
DNC003996;Discovery agent
DNC003997;Discovery agent
DNC003998;Discovery agent
DNC003999;Discovery agent
DNC004000;Discovery agent
DNC004001;Cancer
DNC004001;Discovery agent
DNC004002;Discovery agent
DNC004003;Discovery agent
DNC004004;Discovery agent
DNC004005;Discovery agent
DNC004006;Discovery agent
DNC004007;Discovery agent
DNC004008;Discovery agent
DNC004009;Discovery agent
DNC004010;Discovery agent
DNC004011;Discovery agent
DNC004012;Discovery agent
DNC004013;Discovery agent
DNC004014;Discovery agent
DNC004015;Discovery agent
DNC004016;Discovery agent
DNC004017;Discovery agent
DNC004018;Discovery agent
DNC004019;Discovery agent
DNC004020;Discovery agent
DNC004021;Discovery agent
DNC004022;Discovery agent
DNC004023;Discovery agent
DNC004024;Discovery agent
DNC004025;Discovery agent
DNC004026;Discovery agent
DNC004027;Discovery agent
DNC004028;Discovery agent
DNC004029;Discovery agent
DNC004030;Discovery agent
DNC004031;Discovery agent
DNC004032;Discovery agent
DNC004033;Discovery agent
DNC004034;Discovery agent
DNC004035;Discovery agent
DNC004036;Discovery agent
DNC004037;Discovery agent
DNC004038;Asthma
DNC004038;Discovery agent
DNC004039;Discovery agent
DNC004040;Breast cancer
DNC004040;Discovery agent
DNC004041;Discovery agent
DNC004042;Discovery agent
DNC004043;Discovery agent
DNC004044;Discovery agent
DNC004045;Discovery agent
DNC004046;Discovery agent
DNC004047;Discovery agent
DNC004048;Discovery agent
DNC004049;Discovery agent
DNC004050;Discovery agent
DNC004051;Discovery agent
DNC004052;Discovery agent
DNC004053;Discovery agent
DNC004054;Discovery agent
DNC004055;Discovery agent
DNC004056;Discovery agent
DNC004057;Discovery agent
DNC004057;Thrombosis
DNC004058;Discovery agent
DNC004058;Psoriasis
DNC004059;Chronic obstructive pulmonary disease
DNC004059;Discovery agent
DNC004060;Discovery agent
DNC004061;Discovery agent
DNC004062;Discovery agent
DNC004063;Discovery agent
DNC004064;Discovery agent
DNC004065;Discovery agent
DNC004066;Discovery agent
DNC004067;Discovery agent
DNC004068;Discovery agent
DNC004069;Discovery agent
DNC004070;Discovery agent
DNC004071;Discovery agent
DNC004072;Discovery agent
DNC004073;Discovery agent
DNC004074;Discovery agent
DNC004074;Hepatitis C virus infection
DNC004075;Discovery agent
DNC004076;Discovery agent
DNC004077;Discovery agent
DNC004078;Discovery agent
DNC004079;Discovery agent
DNC004080;Discovery agent
DNC004081;Discovery agent
DNC004082;Discovery agent
DNC004083;Discovery agent
DNC004084;Discovery agent
DNC004085;Discovery agent
DNC004086;Discovery agent
DNC004087;Discovery agent
DNC004088;Discovery agent
DNC004089;Discovery agent
DNC004090;Discovery agent
DNC004091;Discovery agent
DNC004092;Discovery agent
DNC004093;Discovery agent
DNC004094;Discovery agent
DNC004095;Discovery agent
DNC004096;Discovery agent
DNC004097;Discovery agent
DNC004098;Discovery agent
DNC004099;Discovery agent
DNC004100;Discovery agent
DNC004101;Discovery agent
DNC004102;Discovery agent
DNC004103;Discovery agent
DNC004104;Discovery agent
DNC004105;Discovery agent
DNC004106;Discovery agent
DNC004107;Discovery agent
DNC004108;Discovery agent
DNC004109;Discovery agent
DNC004110;Discovery agent
DNC004111;Anxiety disorder
DNC004111;Discovery agent
DNC004112;Arthritis
DNC004112;Discovery agent
DNC004113;Discovery agent
DNC004114;Discovery agent
DNC004115;Discovery agent
DNC004116;Discovery agent
DNC004117;Discovery agent
DNC004118;Anxiety disorder
DNC004118;Discovery agent
DNC004119;Discovery agent
DNC004120;Discovery agent
DNC004121;Discovery agent
DNC004122;Discovery agent
DNC004123;Discovery agent
DNC004124;Discovery agent
DNC004125;Discovery agent
DNC004126;Discovery agent
DNC004127;Discovery agent
DNC004128;Discovery agent
DNC004129;Discovery agent
DNC004130;Discovery agent
DNC004131;Discovery agent
DNC004132;Discovery agent
DNC004133;Discovery agent
DNC004134;Discovery agent
DNC004135;Discovery agent
DNC004136;Discovery agent
DNC004137;Discovery agent
DNC004138;Discovery agent
DNC004139;Discovery agent
DNC004140;Discovery agent
DNC004141;Discovery agent
DNC004142;Discovery agent
DNC004143;Discovery agent
DNC004144;Alcohol use disorders
DNC004144;Discovery agent
DNC004145;Discovery agent
DNC004146;Discovery agent
DNC004146;HIV infections
DNC004147;Discovery agent
DNC004148;Discovery agent
DNC004149;Discovery agent
DNC004150;Discovery agent
DNC004151;Discovery agent
DNC004152;Discovery agent
DNC004153;Discovery agent
DNC004154;Discovery agent
DNC004154;Inflammatory diseases
DNC004155;Discovery agent
DNC004156;Discovery agent
DNC004157;Discovery agent
DNC004158;Discovery agent
DNC004159;Discovery agent
DNC004160;Discovery agent
DNC004161;Cardiac arrhythmias
DNC004161;Discovery agent
DNC004162;Discovery agent
DNC004163;Discovery agent
DNC004164;Discovery agent
DNC004165;Discovery agent
DNC004166;Discovery agent
DNC004167;Chronic obstructive pulmonary disease
DNC004167;Discovery agent
DNC004168;Discovery agent
DNC004169;Discovery agent
DNC004170;Discovery agent
DNC004171;Discovery agent
DNC004172;Discovery agent
DNC004173;Discovery agent
DNC004174;Discovery agent
DNC004175;Discovery agent
DNC004176;Discovery agent
DNC004177;Discovery agent
DNC004178;Discovery agent
DNC004179;Discovery agent
DNC004179;Pain
DNC004180;Discovery agent
DNC004181;Discovery agent
DNC004182;Discovery agent
DNC004183;Discovery agent
DNC004184;Discovery agent
DNC004185;Discovery agent
DNC004186;Discovery agent
DNC004187;Discovery agent
DNC004188;Discovery agent
DNC004189;Discovery agent
DNC004190;Discovery agent
DNC004191;Discovery agent
DNC004192;Discovery agent
DNC004193;Discovery agent
DNC004194;Discovery agent
DNC004195;Discovery agent
DNC004196;Discovery agent
DNC004197;Discovery agent
DNC004198;Discovery agent
DNC004199;Discovery agent
DNC004200;Discovery agent
DNC004201;Discovery agent
DNC004202;Discovery agent
DNC004203;Discovery agent
DNC004204;Discovery agent
DNC004205;Discovery agent
DNC004206;Discovery agent
DNC004207;Discovery agent
DNC004208;Discovery agent
DNC004209;Discovery agent
DNC004210;Discovery agent
DNC004210;Eating disorder
DNC004211;Discovery agent
DNC004212;Discovery agent
DNC004213;Discovery agent
DNC004214;Discovery agent
DNC004215;Discovery agent
DNC004216;Discovery agent
DNC004217;Discovery agent
DNC004218;Discovery agent
DNC004219;Discovery agent
DNC004220;Discovery agent
DNC004221;Discovery agent
DNC004222;Discovery agent
DNC004223;Discovery agent
DNC004224;Discovery agent
DNC004225;Discovery agent
DNC004226;Discovery agent
DNC004227;Discovery agent
DNC004228;Discovery agent
DNC004229;Discovery agent
DNC004230;Discovery agent
DNC004231;Discovery agent
DNC004232;Discovery agent
DNC004233;Acute myeloid leukemia
DNC004233;Discovery agent
DNC004234;Discovery agent
DNC004235;Discovery agent
DNC004236;Discovery agent
DNC004237;Discovery agent
DNC004238;Discovery agent
DNC004239;Discovery agent
DNC004240;Discovery agent
DNC004241;Discovery agent
DNC004242;Discovery agent
DNC004243;Discovery agent
DNC004244;Discovery agent
DNC004244;Myocardial infarction
DNC004245;Discovery agent
DNC004246;Discovery agent
DNC004247;Discovery agent
DNC004248;Discovery agent
DNC004249;Discovery agent
DNC004249;Retinoblastoma
DNC004250;Discovery agent
DNC004251;Colon polyps
DNC004251;Discovery agent
DNC004252;Discovery agent
DNC004253;Discovery agent
DNC004254;Discovery agent
DNC004255;Discovery agent
DNC004256;Discovery agent
DNC004256;Headache
DNC004257;Discovery agent
DNC004258;Discovery agent
DNC004259;Discovery agent
DNC004260;Discovery agent
DNC004261;Discovery agent
DNC004262;Discovery agent
DNC004263;Discovery agent
DNC004264;Discovery agent
DNC004265;Discovery agent
DNC004266;Discovery agent
DNC004267;Discovery agent
DNC004268;Discovery agent
DNC004269;Discovery agent
DNC004270;Discovery agent
DNC004271;Discovery agent
DNC004272;Discovery agent
DNC004273;Discovery agent
DNC004274;Discovery agent
DNC004275;Discovery agent
DNC004275;Thromboembolism
DNC004276;Discovery agent
DNC004277;Discovery agent
DNC004278;Discovery agent
DNC004279;Discovery agent
DNC004280;Discovery agent
DNC004281;Discovery agent
DNC004282;Discovery agent
DNC004283;Discovery agent
DNC004284;Discovery agent
DNC004285;Discovery agent
DNC004285;Thrombosis
DNC004286;Discovery agent
DNC004287;Angina
DNC004287;Discovery agent
DNC004288;Discovery agent
DNC004289;Arthritis
DNC004289;Discovery agent
DNC004290;Discovery agent
DNC004291;Discovery agent
DNC004292;Discovery agent
DNC004293;Discovery agent
DNC004294;Discovery agent
DNC004295;Discovery agent
DNC004296;Angina
DNC004296;Discovery agent
DNC004297;Discovery agent
DNC004298;Discovery agent
DNC004298;Thrombosis
DNC004299;Discovery agent
DNC004300;Discovery agent
DNC004301;Discovery agent
DNC004302;Discovery agent
DNC004303;Discovery agent
DNC004304;Discovery agent
DNC004305;Discovery agent
DNC004306;Discovery agent
DNC004307;Discovery agent
DNC004308;Cardiovascular disease
DNC004308;Discovery agent
DNC004309;Arteriosclerosis
DNC004309;Discovery agent
DNC004310;Discovery agent
DNC004311;Discovery agent
DNC004312;Discovery agent
DNC004313;Discovery agent
DNC004314;Discovery agent
DNC004315;Discovery agent
DNC004316;Discovery agent
DNC004317;Discovery agent
DNC004317;Hypertension
DNC004318;Discovery agent
DNC004319;Discovery agent
DNC004320;Discovery agent
DNC004321;Discovery agent
DNC004322;Discovery agent
DNC004323;Discovery agent
DNC004324;Discovery agent
DNC004325;Discovery agent
DNC004326;Discovery agent
DNC004327;Cancer
DNC004327;Discovery agent
DNC004328;Discovery agent
DNC004329;Discovery agent
DNC004330;Discovery agent
DNC004331;Discovery agent
DNC004332;Discovery agent
DNC004333;Discovery agent
DNC004334;Discovery agent
DNC004335;Discovery agent
DNC004336;Discovery agent
DNC004337;Discovery agent
DNC004338;Discovery agent
DNC004339;Discovery agent
DNC004340;Discovery agent
DNC004341;Discovery agent
DNC004342;Discovery agent
DNC004343;Discovery agent
DNC004344;Discovery agent
DNC004345;Discovery agent
DNC004346;Discovery agent
DNC004347;Discovery agent
DNC004348;Discovery agent
DNC004349;Discovery agent
DNC004349;Heart failure
DNC004350;Discovery agent
DNC004351;Discovery agent
DNC004352;Discovery agent
DNC004353;Discovery agent
DNC004354;Discovery agent
